post_id,text,activity_id,photo_id
5078,VdwjkmxpzaDVgcTLhzp5R,,
5079,d6RaGXn5t8PbZfrn1Q8IfRg,,1901
5080,NepvNXCoFw3isa,425,1902
5081,BINF26Jsjw7KO9OuadCqReexLw,,1903
5082,Rkwd,,
5083,Sf5HvXeI51MMSXB9gqt6P5r,,1904
5084,oFpoyq12,,
5085,VzJ,274,
5086,srn3xEHqC,,
5087,ssYyqcmxIJuqh7xpifsSQ7,,1905
5088,CIW1iyKGgjuKN,,
5089,BIBuwQJltXJ21ixA9LqfvDZsPeo,,
5090,jjnEV5OduztMCVMfX,,
5091,p1WUFe9JmB9KzNT8XCRlL1,,1906
5092,cHMDOh8PS9MLdSudAO4byu,,
5093,Reooxq3f1LOF0MhHzbDmx,,1907
5094,CjfHW3NxsGrBTVV,263,
5095,mOWUPy,,
5096,2TmausecTW3XtXFM,231,1908
5097,83IS16Rco8soRH4qn,233,1909
5098,ale9vVHvXDRD4t,,1910
5099,jTJef4BVpT7IO8t,,
5100,vq7qMUsLybzLo,,
5101,s6dynhnfZVcvooo,,1911
5102,kj,,
5103,Lut3jybMncNE81QbENx,,1912
5104,cYts9UtcWZkklnxu4ARn,,
5105,XSWF8XJ3tRGkgNAiMxn8B,,1913
5106,DFzoa,,1914
5107,l9z,,1915
5108,DisbWIFM9HDgDBvW8co01RB,79,1916
5109,uUxsDcmbkPMngKLrU6Qra9LVi2,,
5110,9sWmba,,
5111,KyrQ9HHs,,
5112,FY712,,
5113,lAH9ne,,
5114,gIVan5ijbnW6h7RnxZfc,,
5115,vBqPKyn0Vxe0H9qb,,
5116,z5K199L8QmIGVgoaS,,
5117,jA6ualQeE6XbVbbR8xRXq,,1917
5118,KkVUcHiROiLFMkOg,,
5119,8tFhzDReQem2LEV8Qkztkdyt,344,
5120,C2QA,,
5121,OzNw6KP,,1918
5122,oihzF83v6QmFC7,,
5123,bwSCgODknjjMWZAXe9uKry,,
5124,l8n6vs6ZkdWAwx8Y6vbX67M0i,429,1919
5125,HDl0okkFvRut2ulI,,
5126,jma2LnHqzeSAkNSO6ms0uxq,,1920
5127,urF3,,1921
5128,33hF,,
5129,IR9bVpLuEH6yS7nLM,,1922
5130,dG9eI,242,1923
5131,wtWHOT0N,,
5132,7lcfWDyPL0MU4dcOZg6i,,
5133,0qBF,174,
5134,tMlGZOqnd,,
5135,xFGp3ADCReFv,358,1924
5136,Ms9Q,141,
5137,mUAAhiIA0N2wl5,,
5138,aeAlaAJtcanQrAUmYqBjzueowVPr,,1925
5139,H3HCBwRne8czrP,,1926
5140,Po,,
5141,CjpgsonyK,,
5142,Jc,113,1927
5143,Vo14uwpWtW9b481COwM,446,
5144,LQUcXrhSwS4oaKMP,,
5145,ed8CDQHSUDrgPArVYuS7dCUP8,,
5146,CXQ77O8PEYMWAXyiS,,
5147,XqgItDuEE8EA26YNQzlyRlx9bVLJD,,
5148,AMqFbuvSCWsyGtAH7sg,101,1928
5149,35B7wTemwPP1VHleXtZqaXIpAEkzF,,1929
5150,XohsJQpxzO58MFa9Pp,,1930
5151,d8BybvcDG5hH3UWJvcvGO,,
5152,HVK0yjEzzg4MqbE,,1931
5153,8huHHSKWsRGK0vsfNUUbu,228,1932
5154,MQ6ubGd6c5rcpjwAKjG6iUDvJnq7,,
5155,MI4p1aYZDNTpPqw,1,1933
5156,O1tLK,,
5157,x7HxzzkvxD,,
5158,NR7x1AkKAN9FO,,
5159,zo3epHHegvw1awv,,1934
5160,LPJMi87axLOJnQX5,75,1935
5161,sn2rdSnGkUJ6nMWku6P,116,1936
5162,cmQ1gCVr8,,
5163,hhe1U1A5xjc9F6iLVVduXGfyQQ0,405,
5164,kwH,283,1937
5165,Mm5FQZRjDtiOUvgXbEyF,226,1938
5166,ILsnTg3h9VixyMIlVdE,,1939
5167,zOmYD9Ypn3bJJpSH2147nin1xGfd,76,
5168,qR6hDe57QQ2FqMb5,,
5169,M7PKtWc2NX9irHvqGNyPuSA,,
5170,Dtd8HE64tZ73oxNXin6KsMt,,
5171,c0h7QFHt1Opimk183UYwiGpI,,1940
5172,kmSU2wRQMGyO,,
5173,012v0uGfLtsTksbb,,1941
5174,UCHPK6NmkvJsoKE,,
5175,ls1HU,145,1942
5176,Mt,,
5177,9Dff96svBTaGsLr,,
5178,mnSS251ZfBSohZ,,
5179,WcsIVck95bikuY1Zva,,
5180,0qiBz0tAkgqzRKmsalao,,
5181,stuhEWkpQYyWTIBaD0FYWD,,1943
5182,ZV38cQ8ARMQs,,
5183,sOpaID8,,
5184,HvHMwP,,
5185,KUUp6G,346,1944
5186,FlhH2evUg5GxvLFOKoNTg0RFeLU,,1945
5187,jRSUKtSBkOnZ,225,1946
5188,0IFqsj,,
5189,pF,,
5190,rrn2Fqbe,,
5191,8w0QANgelAsOgKjKjylikChSk3QN,,
5192,Nj6H3NBi4MalFJtEsyjQ2jafNyjYl,279,
5193,i4vo,,
5194,YBFcfWLIn65sxW,,1947
5195,UUvhDjn7xxaFy2swHxitndXCT,,
5196,R2QWFxAeCDkmbamK8MrvZPEwrIGy,,
5197,VMX2HEr2BUm9FR8ETpDnZmKA7,,
5198,EGJu4RGUwRY6e5Li3WDrCB7wqj,,
5199,f1Res1,,
5200,df3vsNBinRCoAVncLqtOqp,,
5201,YbRDXQLHvDk74Z7nCYNzODo8jfXG,,1948
5202,YthhO8,,1949
5203,8oRLsvNZpL,,
5204,DL97CqBXvRSTt9I0Ehd,,1950
5205,7R5cVInnQvf,,
5206,i6rqpg41zCDnciM3fzIJGFErhY,,
5207,Ou1Gt,,
5208,cFsfNnUmIbjdApmIE2d,,
5209,XUS,147,1951
5210,LmT6QPr0ZWwFRYOs,,1952
5211,RFs,,
5212,f7uIGnRMDR4jt07,78,
5213,sAh5lk9OWYgpN,259,1953
5214,Dsh46,,
5215,gNP1UdeWoACDD85yfSRyJ,,
5216,Q98G1,,
5217,kN1K1N3l7,,
5218,oxWmYOjq0c2Bxqr,,
5219,ryzIuV4tRldLbOLYGBL8B6wT9btnq,116,1954
5220,buhntIywKzvnT7bYhSQROiCl,,
5221,OAl3Ijq2TmnuPiAHO,,
5222,f7qrjpWnkw8g7id2JGyPpWd,13,1955
5223,r23g7PE9zJ8GC4QeNc60bZd1E1,,1956
5224,ylM9u4TZJIHl4lnOL3S8aGhWQrTe,,
5225,jeA0p,,1957
5226,spwqRh0gFih25cb4dVjoVbfHHmcT,,
5227,YrQDSi0RBNelGS8I7aNJDAJtQ,,
5228,zXJbF1SXvTUsnErkxOGUNjXLD6sd0,,
5229,VK16,,
5230,laZ30HUdgVhPRuReVXaIgnE9ypn1,,
5231,YoTl25TgnrfBx,,
5232,7vvlyIecmoxPT,,
5233,ai153dYQUOb,,1958
5234,hTI2zioSNYgeEHQDKyBWzNCJ7,,
5235,D4RE7MPcl8uHnwfZFJyhyEkZM,,
5236,H4FaXZIeao1u,,1959
5237,AkpuFmjqdRMuf59zJWs,,1960
5238,h7TMyrZVld17pC6dHgSfO,203,1961
5239,A18AqxzO,,
5240,IbW,,
5241,FBp9qmkFNSPehA6p0TbhQIb,,
5242,XG7p0i6c2Cmv3xni,475,1962
5243,UIN9WVSDvwfIKQV3n458w,,
5244,mLDJZRRDhBC7RIDxYdCnQ,,
5245,YSBLj,,
5246,ihPW3Bdzt09rPHZ,62,
5247,IrEXRJVfRKTa1AU,,
5248,elLVAdmSo9zz6YMp,228,1963
5249,RVnO7O51kt2RFo,24,1964
5250,CU2I10mbBZeHf8YjIcaU,,
5251,mAx4P,,1965
5252,04z,39,1966
5253,ZIC3ODKGby7kb8NLo5rw30pJQxYtN,68,1967
5254,5QE772tJC2d,,
5255,nA8cR,,
5256,7qDJqxmEYuouyIVD9cqdA7O1VWSz,,
5257,UIxpnjw4QhPtUYU,,
5258,SGYB5SBtOS1G8rqkgHQ5mQl7,,1968
5259,9YNP,47,1969
5260,FFog,202,
5261,uu2zNP5DWJy9Up7Fn0G,,1970
5262,SMJDSusfSVFCjk7l6WysfluIGoagE,,1971
5263,kgTRjjCwTcF2lb29zBF91mV2zmNhZ,,
5264,LlHdxeAGlTwJ,,
5265,mnHY8P0ZdMBNSTU3se1q7Ui,225,1972
5266,a7vRBgxKIjtuGWtHIr0s,,
5267,1cX3BrPkLtvwlUx25RgyncZfdxlb,,
5268,oLhQxiK0dGylmq,,
5269,gbaNXQb3dNA6cbwrbUrE,,
5270,CbGspRRYPRkiC2vA,,1973
5271,LGgfkus1fQLRvJX8TJY6TnBD,485,1974
5272,xpjI3PP9FdJC5i19MRkrSzLW,,1975
5273,ferVJjef99dnY,,
5274,P2sXpq1TD9P,32,
5275,MKWQV4sd6k2e7,,
5276,Pp,399,1976
5277,0HTG5OKfBTj0ZC1n6p,,
5278,mOlUf0BIlUzTjlVvUEtT6d,,1977
5279,NnExkBEdYQLdRELsV,,
5280,iLlttfuhL3HkqXv0,,
5281,vkqr3wjBc,,
5282,4qwuoBh5iZ6pXEfpC7Y,,
5283,fomu8hGL,,
5284,2LuvlqmjEXF5qFl5MLZC,,
5285,BV9JMPgseJu6c8u8bBKjtdCEPVuju,114,1978
5286,WNcP,,
5287,6u8q9r6o6aVZFlNP5TR,,1979
5288,tR8kJRIjQqXW7J,488,1980
5289,j0VLCvlIu,316,1981
5290,seJKphyyUUsZwL46fP,255,1982
5291,BRizQVWwjO5ntUUYUN7c,,1983
5292,qifYa1oAKwHiIYDAPgZl,,
5293,nh1xr9JvhaMThRIHOwoBA,,
5294,wbY,,
5295,UcO,221,
5296,nPJCqP3GgkZLLkOen1Gc3RtE2Rb,,
5297,ejrknvIzm3DNnI,,
5298,gDSSUrac,,1984
5299,Hlt1Hrj,361,1985
5300,nefW,,1986
5301,2kQ2kKnNiSScSdidJuBzv8,,1987
5302,DC,,
5303,FmjIFjpWRDtRkAla0Lp,361,1988
5304,VbIgfKd4,,1989
5305,fKtznKjQy9r6YQ1klVUgwDjvM4t,381,
5306,Ic7fRr72RhTFbaB7jife5sZkHkOYA,,
5307,dOHyy6xqy6UJe,144,1990
5308,UL6fY4,,
5309,NMR4DtZF4p4J46MRPNUg8HpOlv8J,,
5310,4f8u8TLEahZgQ,,
5311,kqzsj9XV64VIDRhqKL,,1991
5312,vUTx5oMGGh7fqBk8kKSXPNcFcKAC3,334,
5313,CRINKcMdbxUQ7gFjLKykzbzOkyy,,
5314,gPi5tNBY7evsy928ptw9j,254,1992
5315,6xcTi,,1993
5316,uH6qoV1TjI9kGVYPm,,
5317,jEvr3c2oa,,1994
5318,T4QFQme5tF0aZK6WeJsTQF,,
5319,ZiuLFegrTy,323,1995
5320,dgdFfX7JRTykJz3ZP,141,1996
5321,Vb6maHaNP,,
5322,FHRXW7sJDEBuRaP,,
5323,sUd4WLLiKyO7VSm,,
5324,tkyYGCrEfuuPTJq8N8trlAd,289,1997
5325,3YO,234,
5326,LPYoBMyXG5H42zsj,200,1998
5327,a7vSSOzY3Grwg7rCCVZ,314,
5328,ROIHZ0y1lNg4AE3E8O,206,1999
5329,JpiuoUfwCU8ELqdbuUglUB,,2000
5330,sLZe37AOxwZOVtd7v,,2001
5331,z3qVHHuHEMsvPTsiHZbcdMtr,,
5332,zVoxZyssk5SMvHK,,
5333,Wt50wZ3gqNXWclxhP,,
5334,BwSSweAfzRMcdvy0dXGggj07wAoGx,,2002
5335,e1b4E9Vq1gWS7a74qNmtbYoLkDVsp,418,2003
5336,LYuT72TWFRHpoomTOY93qW8,,2004
5337,E5fwnBOukzWS5vyV6CGGKH,,
5338,Q1tkyNVMdewuIxp5UoM,,
5339,wDprZFDvmXUCJiXn5,,
5340,2SqgX,,
5341,CorT94BiXNYvEiFtG705QC56IFFpo,,
5342,upzxhIW7ovzNW,,
5343,zj1Iy,264,
5344,wVU8czpmMeVgkGoAOyGwdj4E,,2005
5345,pILxxCvpEzTkhx3JuP,,
5346,2urFhqr8i6Ax1UZJh5JzUg3zr,,2006
5347,QWv3R,57,2007
5348,ix6KQikjXpcSg,105,2008
5349,rzWin6760Pd,,
5350,5lpmBZfwu,,2009
5351,aqFPH,,
5352,Jpae,75,
5353,9lBO2ut7Wt8wUjumwzz4dZ,241,2010
5354,2s2xg4OMfITx1QS9OkshpMySYfwum,13,2011
5355,MCoAJXupvpTOp7wBszjsBzs,427,
5356,kIBX,290,2012
5357,lwn8jVckZYxbnlK8dNpDcSn,,
5358,V0c8mfCDv,428,
5359,FlZrA,279,
5360,tAUrDmBLHaa97VN14e8lh2,,2013
5361,TQtYAvU1eJ3R6YvqpJ8GId6KRW,,
5362,RuqOLy87G6EoyCUXWYoS8bgl,356,2014
5363,FEWAF45nYjt8x7kChO,,
5364,NYQJviNUl8QBF,,2015
5365,KlYtvqO4rwcYf3U,,
5366,EBBXp5RZVWVkZVWu48ARZ,,
5367,QM9GNB1C1iwKBStNOFTdhkPYt20MG,,2016
5368,cLAgi0zxirgIgRWuGP6p,,
5369,JgDsPOJUjUK551Wl,,
5370,QHisLFeZn,,
5371,ZVH30GAmJzPGNEiOF0O50Yj2,228,2017
5372,zDOXAkhl,,
5373,0j1eMoSvf34E2ZL,,2018
5374,4D1cEbJI6vPRdfjbqgpUu,,2019
5375,dPev,,2020
5376,AieKiC4vZb7pj0OQHW2cQb,,2021
5377,twhQWsHR9P1EGuABCMrZw,,
5378,Gokfy,,
5379,MgLKpb2cZbnAQwnE5,311,
5380,hagsoDR0U5w1K4SqCm0,50,2022
5381,DbgpDgW4G89XVE7k1l8qLiOK,,
5382,fGQ1K2,,
5383,MAV9btOv34QioHKVDrZtJGSlGP,,2023
5384,4Dvs3ZS8RLn,229,2024
5385,naNaJMR8cMq,,
5386,BbckAHg5SsG,,
5387,4rYLGC0wfPY1Z05r11fPUA8,,2025
5388,sbcJOqrkC5hKLpz7PHFH3,,
5389,lyE9CbzvH,270,
5390,JV8yxr64efMP3KulSxavxzF,,
5391,tYY23y6PRG6yodvdcAgZ4bF2Nkdws,,
5392,6ZrhvzRXdgr3vPTIu,,2026
5393,6yturYSv,317,2027
5394,1PY1RDp1,,
5395,wwtby3OtDoASfSAqv1y87E,,
5396,SDEwObMaYnI,,
5397,rCGzuE13S,,
5398,3bEVd53lTnm75GLyHcIJsffr,112,
5399,H9,,
5400,zVJLIJ8MVVX5Hr1,,2028
5401,QedPORJ3q8srI,363,2029
5402,czS7zeyadh1L0qDdJ8hz3T0SqkbdO,207,
5403,lk,,
5404,6Q4XQ2Os6dTunawLKvTO9Cf,171,2030
5405,LeLxPlbZH8HQfaPkapDv3U,49,
5406,VBhgqg4JUQsf,,
5407,aah,195,2031
5408,epEIYTQQBzsLHmg6q7U,,2032
5409,MdUM,,
5410,2gZ2NknyJrvwAu06tqOpMKWY,,
5411,z44CgpLcS,,
5412,0R3hgN6,,2033
5413,M74ZxC86FS83L,53,2034
5414,x5liJdjNgEgM4s,,2035
5415,eEbEcESSvfXuHfhUS9PxY6ZDfEpr,,
5416,8awQzbj6DVv,,2036
5417,ilfKu9WTKs,,
5418,VshY1pslLsG2QnsOeZgkbcV,,2037
5419,FrRsTeTdCs9k4U6t473nhh8Bv,224,2038
5420,UUah86QGkxtRRoBA0xcAR9N,,2039
5421,sfl4yW,198,2040
5422,VW7t607yd0TGOPdyibO,,
5423,R0LE7DwmWSNTfp4My6dsxwQeV1,,
5424,SHbrrzDooreiiojR9g6CXl4FATH,,
5425,axuCpD3QmvNSg7pJ6ZrZEEX2naQm7,,
5426,NZv9V5rp3If,,
5427,eziR,,
5428,ZlvlNczaUu,,2041
5429,QBQn07NFx91737jQatz93Rb4al,,2042
5430,21ViYTnh,,
5431,3sd,,
5432,DsyG9mSmYSkhEpeZwyO526yj,,2043
5433,zDk,,2044
5434,toUNVqvTl0W3bYhgU9tlaX,,
5435,5idUZnZEvKte6ld6F9nNvLUcRr0R,323,2045
5436,Rsh,,2046
5437,DGIRYopIEHVewaZBfF7,471,
5438,qg7hvy1QhZPpW,,
5439,ScSsY,,
5440,ElHxB5EqffCmLxbJdIkqsPzAAFoOQ,,
5441,PdP0,,
5442,gazPGYBADQC2gGnmFVrGhQxibM1C,,2047
5443,HImrstiNNiODTHkKlE5QD,,
5444,MpwhL4MLkPHnnR50E0bb03ke,,2048
5445,KQnIdasRvfZhtQYE8,,
5446,ZSNwlQgU7UQg0x9zT,109,
5447,Eyf5hs7zpXwoP,,
5448,HOLn2484Fk6VXqDxbBwlze,,
5449,kaAsQNNpQI8RrWn7EJ,,
5450,5gltBfAT9qK,,
5451,kqib9DvwWhoI2YozbW5TlyHqna6H3,,
5452,PaClQA10GkjU,,
5453,gXz2,,2049
5454,4Zd,123,2050
5455,9DhfwywZwbCPdgg3G6RUPM,413,2051
5456,pojg3t8vSgRIW8sKWJKCvQyUA,,
5457,BHKwhRuT2nUTsp2KYMibUG2Y7n8T,,
5458,wIYH0jAKw,,
5459,EYO5x5rdSjXIryPsoMkDk3l59K,,2052
5460,CT,,
5461,Lir1ZBT,,
5462,l5b9D2kEBGNqjG8rDVQjcITUuSr,,
5463,JcluhAk1KS74,241,
5464,LXrVj2rqZa,,
5465,qC8gZ6Rt2i8RMKLixY66LCSII7p,39,2053
5466,wMygvaWF08eu92ifJbeARBCxn3M,,
5467,xuvibfJnkA5HDIL9DzxKYUOy3,,
5468,Jp8tSE9lrCqsGCyNa,,
5469,Wnx,,
5470,6EKS7Z,,
5471,0vjlkNZPsA84y5dU,,
5472,fK8iTjaSs3pIyxoM,,2054
5473,9OuWoR1xVkJu6qecu5sR,142,2055
5474,xRTkHVU,,
5475,XfW8DwLTAk1wvm,,
5476,etCgFI3XP9Ejnj3sCdV,349,2056
5477,54ag2,,2057
5478,dC,,2058
5479,JS,,
5480,rPhvGxe9MXd,,
5481,Y0utqYXrCP,,2059
5482,e3EghF7dje8p40XqHZ,,
5483,00DL1wxLomiHy,258,2060
5484,wFJyF5WeRUBMpeqm,,
5485,RhO6DWeIJDnCLKybs07IJwk7,,
5486,3kJmK9vta,,
5487,rCVRAL,,
5488,7LBTcscSReZoRsRbaT2kmucczicV,382,2061
5489,UdOXy346qHF7quszAkxenGO2oP,,
5490,3Rh5TgrV,,
5491,3cANM9,,
5492,x0Ow4TsgA3e,,
5493,JgwJFC1mzj72AZb1,,
5494,8FrBjY1E92fYCbfvKRpVYzTR,,
5495,uoJGukn9iSN9JxG1iL0ZBh7t,,
5496,W1HXr6OgGpj3SOar1EyvzbkgsXY,,
5497,RfTGy3F,,
5498,U6DhHAq2knxLE,,
5499,VTWgbe8oTWqvvrNCinffDiKx,,
5500,1qKbLYEvulksCDzgyEAa,,2062
5501,LA88eleAMGX5kdWcEFvPz3mSFM,320,2063
5502,FE7Bj37xlnOFW3x4mKfw64sEA,,2064
5503,W6wp9jYbRlAHGgWDXwf7,,2065
5504,3Txx9Jn4mH6kcv,,
5505,tj0gRIrdXFQuypndF,,
5506,nAOPoCOfltHifvhnEjdVkVps2TfJS,75,2066
5507,Hn4YslqqlbzETCYwCjoT9pyuxmUIw,252,2067
5508,DL3LU,,
5509,5qpP8o3cRmwYrWVL,377,2068
5510,I98cmV7jTwqwvqjAplHfc,,2069
5511,FsNvKfjcZi9IYhtOBLT7Wp8LTWC,,
5512,Wj7dA2NXFDyy3,98,
5513,L3p4KZWhkCUODwa7KO6Rm,,
5514,ThM5cUxzaEJi6yP,,2070
5515,2p2wmXoVKJIkFqLi9BCH,,
5516,oXRVTr6F0OfQeRgQE,448,2071
5517,NBlE7p5n,,2072
5518,NRproGiOyX,,
5519,CxdKQriXP9RPBYcbkc8WIQlWNe9,,
5520,uqzKmvBeONUYTrm6Hx18h,,
5521,gvmLLJzWm8Zs,301,2073
5522,UT9NYcx9dZWIPTaG2y2s2S4JT1T,,
5523,LICNgvazQaK,,
5524,3a0EbqJcSl,,
5525,nDvzV8sX3d8g06Xovq9r1rsw7qZf,308,2074
5526,4ZzuY8BY7kyWooKZ6KNEML3Bu,,2075
5527,PByc9twU6dUekUZpg3wPh,,
5528,xVMmTy6qRqkSSMSB,,2076
5529,OCnMAq7PSA7VRWkWgrBmO,,
5530,1kt13PW4u8gG8yFW25V,,
5531,HAkLg2LlVOm3yLxQKUD,,
5532,svor8Aj1Cp,,2077
5533,naElrzDKA,,
5534,4Uv,,
5535,xl,,
5536,vnb6tbuahMqFCFD,24,2078
5537,m5b,,
5538,ik0JHci6vH7QAwAXstB,,
5539,an5EgnCt7NZs,,
5540,aGnSAxfRVd7dQmO7ZobGpT,,
5541,O8T87aDNrzuesKkgHy1ULGNqf,92,
5542,1G9pmeh7K0hdC8WcF,,
5543,uwjEyQnoZcjx5,264,
5544,VD98BzIltDL,,2079
5545,TqW,,
5546,sPq06rZNjaF9vOWgGNe,,
5547,u19EUqLGUw8T7ezmf,12,2080
5548,3Bp,,
5549,aRIxlnvserKO2IMUly,,
5550,XPtHCCHWvruYRRd,,2081
5551,nkC7hv,168,2082
5552,6NUZ5bHr43gsqq57u,,
5553,gygt74EqF6QRGLvK4I0pxQ,324,
5554,yF9QlPVUnTvwAO1MhzJp05hIqvG2c,,
5555,MxKmzJcxQeP5U9Maq,,2083
5556,9VM5DuSA0J9wuXIHcBmJ5,,
5557,BQQSl,,2084
5558,881w0jeSzYur95OCccTuKifjv3tr,,2085
5559,M0JZ,114,2086
5560,FFasA1y,,
5561,ektIAFKR4oXFyQjjgytds,,
5562,XEB7xuecVca1rOjQYJvUZu,355,2087
5563,rbD,,
5564,YjLil,,
5565,sFyY7CWMCMyry,,2088
5566,BaVckuJ2WXXCBI3IK,,
5567,bUHbG2nlI4KXE8eRc8jahPnJVzr2k,,2089
5568,i2I,,
5569,K5PvvESn6NegklFuO8db8U,,
5570,0sq0WWDTFGKJG,,2090
5571,c8,,2091
5572,dBcjJfnQ,,2092
5573,2y6lwUe0dhlaI4GPMu,,
5574,Zx7j,,2093
5575,FnMX9asE3,,2094
5576,inHAl1,480,
5577,D6BCInRbnaYNVu8UvMi,287,2095
5578,Hrz,140,2096
5579,nuCuGwso,,
5580,NHzaA,,
5581,9llnvL4hA89PMeCQw4aUpdCM,,
5582,fp96OWTAAyrQ3FPKs,,
5583,46FSzFx,283,2097
5584,Lsx,362,
5585,EY97MRwNbFm8jhKcZHJAYsXVQO73a,,
5586,yZzCRCbdcNcMplLsMubrfqd,,2098
5587,sXaaLWUbtX,,
5588,mgDS56OerPsO6LW,,2099
5589,HCPi9tb1oS,,2100
5590,4w0SRMG4V,103,2101
5591,aBfMTgWn2sfqfD55X1oGlUAxgkOa,,
5592,jE9H7,,
5593,IggxNDUPF,,
5594,I3ev4EIdx0xAv3oUkMRpg5xx,,
5595,QPMCpmbtu8zn5J2MvBX,,
5596,R2Wdr8muvyZzfg3K,,
5597,l783kDSO0oQGBhJS3w5BwDWrbQ,,2102
5598,KC5ph5sQ7U,,2103
5599,QiQRGo1ebe2ShusYG5TGwlCdvFjs5,,
5600,wZqe8GyyNQi8njTjHVfMfZWDk,,
5601,CrLDBVKEbtd9xfXZNTjaGZs87cD0j,,
5602,ZR0vOPZes,,
5603,VUFPzNo21TGvSKskM6Ly7rg,169,2104
5604,rLy7E0Byls8ASb,368,
5605,92URxgH,,2105
5606,OdfxxVEwXNvwpJ,,
5607,Ycp0xliwkdeD3BLrXAyXn6VoGt2Mg,,2106
5608,n2zTXrGF1gT4Bkr3BFMdDB3,,2107
5609,2Sw3,,
5610,GH6S8YlgukeGPuQI8kpdG6nRnbtSU,,
5611,2TpVJrXRnsK6M,89,
5612,rF6m4X,,
5613,mjWFHE4ku7xBvPjeqIolmtd,,
5614,Jd,,
5615,daRCJL7,,2108
5616,X204SXqjvuwfVtFgi8yq4alRNGcBX,,2109
5617,ON4uSqoGuy2VKNHh9QQSHL0RbW,,
5618,Kzx,,
5619,HaLdvNadWHFYSYhxTesZx,,
5620,Tsjl24nP1cYgI,,
5621,4kV,,
5622,vrFYmkRkEhi8T6Bynmw8zOemK9VD,,
5623,EXIxJ,,
5624,327,93,2110
5625,LwHquFTQp3WeSq85l,,
5626,3OiKsZlH0,,
5627,hZwtw2dgb4psN8e3oTUbV62,,2111
5628,hYgeMy0Ku3mVVkARyWP9NCYTd45Xv,,
5629,SfpnNIPJCRiJOUA9a6q67KHlv8Q0,,
5630,ncm7GJc6jg41Z,360,
5631,b3iiT8ho44vAar8IT,,
5632,K3zbUOVYVnqZIlFVSM,78,2112
5633,lMjtyX5RfhW6s598kE,,2113
5634,oijAfGD6s7,,
5635,h0KBIzE19S3kjjoDObn3nEsVFb,,2114
5636,mnzkyLyMrr,181,2115
5637,5reeDYNbwlbrwo6GnMGAF,85,2116
5638,pgZ5Qd1AqsKfpBjLC,89,2117
5639,4J1UBHCH7yu1iUVs4KyFrAdJMk,,2118
5640,yazJKk2ucg9Fs8h68c51T7aiCaux,,2119
5641,C3KsxlREqaxpCUNKOd12m,,
5642,paKmBGJbe,,
5643,0utriXMSaId022v3WgSYDzMQh9,178,2120
5644,UbawjVGOrdWw5fz,,
5645,fuQDWn44IRd4zl,35,2121
5646,jRDYe,,2122
5647,X5PGULmEpBZDOchJ3HYVfJoIflFJF,,2123
5648,CX7MO8RQuRtcTMfeTcGv13jOg,,
5649,xwGO,,
5650,MiecRNyK2j1,,
5651,8ZGgy0Iq,,
5652,IUJY3GUPBU1SGrIh7JizRT5j3St,,
5653,y8MlSECnR65hPavjLb,,
5654,njUHrJcgOilmmmf96H1o5lCxMa,,
5655,yzMnkAn,,
5656,zsUpK,,
5657,QjOZ9L168voFVAnpz,,2124
5658,Jp,234,2125
5659,EwA2YUQZjcDXOhEMmFrsq,,2126
5660,Xv43eMIIQ6,,
5661,5Ied3tABOVNCz,227,
5662,5oHl,,
5663,5cAoRFjErrWOiUDMkVghcsg5,,2127
5664,u50THeEh4fqH1PyOnGm5,,2128
5665,6Er9f6,,2129
5666,hYbpAuEI3wLUhyZ0DYkOzPH,,
5667,GPAPsjS9oOG7Z,,
5668,AfHhi1dq3KA6xWz6knLh,462,
5669,qPp1iDw393,,
5670,sNxcieSdqgEjHp7Y8lrH4pauh,,
5671,gg8gUNvHkyaHlN,109,2130
5672,Hl,,
5673,zlEoiWcMBilQCcLiw7czh,,
5674,1NIyzmXrAfL,,
5675,8FecxSYOQNRUS3o,,
5676,3ZR8YkPVtTJVFDS6yKH7beYOSF,338,2131
5677,hBCKbF,,
5678,Gz,113,2132
5679,BLIQOfWsoJQ3rgS,,2133
5680,ej,455,
5681,Pz,,2134
5682,OZIfQ23c,,
5683,sbsTiz6jQV8ic2j7wBkinKof,,
5684,wfQjoc9XXFKEpdbmeZkN2L4PYz,119,
5685,qyHqvgm0C5DFwNPzm9W,,
5686,t31CCQjx3oizRvco4MO3enl6,,
5687,9JZI,,
5688,VB27aOJHZO5HPvjCUCHOuzJ,281,
5689,GeBBZh6uCnXH0fHYKdJhIZCJw,468,2135
5690,1pxEVHNKPhGBqhoYdhf6nrv,,
5691,E9wTmd,,
5692,V4QNx98jxhQGaQ8AFWWiBbuonPI,,
5693,UMKDNZyTLLSj5GNPi9uKrATLHzHr,,2136
5694,9hG8sJed78MA4,,
5695,IaeAPu59rkfJOkOgLZBqSYGT,,
5696,JVckyNMq,,2137
5697,O6u,,2138
5698,vZ3Ys06DoIC7rh7E,153,
5699,cTDIRCeXT8BzukTSp8n3g,,
5700,S8SAbVLgCHDd933GF,,
5701,Si3sOwTZ8WbkYcVHMg5,,
5702,02ObW0,,
5703,CCVJPVr5XeqkVYgB1T,,
5704,U27HAbhmPHhzTWsc8e77ydVbEUZW,,
5705,Bg7Aoau08nC,,
5706,6hS5g5Hxf8Tb,,2139
5707,X1AOb,114,2140
5708,DTLixF,,2141
5709,zbECo,20,2142
5710,FsSL,,
5711,hNhwd8GRnKk1UvBkXua89,,
5712,NhLNPP,292,
